Subdate,Variety,SampleID,d15N,Namount,TrayName,SampleWeight
10/8/13,B73,EVO1B-2-3-2,8.39,99.34,EVO-PROJ-2,2.4
10/8/13,B73,EVO1B-2-3-3,8.41,76.78,EVO-PROJ-2,3.3
10/8/13,B73,EVO1B-2-4-1,7.75,88.85,EVO-PROJ-2,4.2
10/8/13,B73,EVO1B-2-4-2,7.66,119.28,EVO-PROJ-2,3.4
10/8/13,B73,EVO1B-2-4-3,7.79,141.32,EVO-PROJ-2,3
10/8/13,B73,EVO1B-2-5-1,7.61,124,EVO-PROJ-2,3.7
10/8/13,B73,EVO1B-2-5-2,7.43,109.84,EVO-PROJ-2,3.3
10/8/13,B73,EVO1B-2-5-3,7.47,133.45,EVO-PROJ-2,3.7
10/8/13,B73,EVO1B-2-6-1,7.41,98.82,EVO-PROJ-2,2.9
10/8/13,B73,EVO1B-2-6-2,7.3,83.08,EVO-PROJ-2,2.6
10/8/13,B73,EVO1B-2-6-3,7.38,98.82,EVO-PROJ-2,3.1
10/8/13,B73,EVO1B-2-7-1,6.29,109.84,EVO-PROJ-2,3.7
10/8/13,B73,EVO1B-2-7-2,6.35,98.29,EVO-PROJ-2,2.8
10/8/13,B73,EVO1B-2-7-3,6.24,118.76,EVO-PROJ-2,3.6
10/8/13,B73,EVO1B-3-1-1,5.07,103.01,EVO-PROJ-2,3
10/8/13,B73,EVO1B-3-1-2,5,96.19,EVO-PROJ-2,3.1
10/8/13,B73,EVO1B-3-1-3,5.07,96.19,EVO-PROJ-2,3.4
10/8/13,B73,EVO1B-3-2-1,7.25,76.78,EVO-PROJ-2,3.2
10/8/13,B73,EVO1B-3-2-2,7.3,79.93,EVO-PROJ-2,2.8
10/8/13,B73,EVO1B-3-2-3,7.13,101.44,EVO-PROJ-2,2.4
10/8/13,B73,EVO1B-3-3-1,5.98,135.55,EVO-PROJ-2,4
10/8/13,B73,EVO1B-3-3-2,5.89,174.9,EVO-PROJ-2,4.5
10/8/13,B73,EVO1B-3-3-3,5.82,148.67,EVO-PROJ-2,3.6
10/8/13,B73,EVO1B-3-4-1,5.48,129.78,EVO-PROJ-2,2.9
10/8/13,B73,EVO1B-3-4-2,5.57,115.08,EVO-PROJ-2,3
10/8/13,B73,EVO1B-3-4-3,5.56,110.89,EVO-PROJ-2,3.6
10/8/13,B73,EVO1B-3-5-1,6.67,133.97,EVO-PROJ-2,2.6
10/8/13,B73,EVO1B-3-5-2,6.46,136.07,EVO-PROJ-2,3.9
10/8/13,B73,EVO1B-3-5-3,6.58,100.92,EVO-PROJ-2,3.5
10/8/13,B73,EVO1B-3-7-1,7,84.12,EVO-PROJ-2,3.3
10/8/13,B73,EVO1B-3-7-2,6.72,103.01,EVO-PROJ-2,2.6
10/8/13,B73,EVO1B-3-7-3,6.95,111.94,EVO-PROJ-2,3.8
10/8/13,B73,EVO1B-4-1-1,5.49,126.1,EVO-PROJ-2,2.9
10/8/13,B73,EVO1B-4-1-2,5.96,101.97,EVO-PROJ-2,2.6
10/8/13,B73,EVO1B-4-1-3,6.09,122.95,EVO-PROJ-2,3.2
10/8/13,B73,EVO1B-4-2-1,4.26,118.76,EVO-PROJ-2,2.6
10/8/13,B73,EVO1B-4-2-2,3.55,108.26,EVO-PROJ-2,3.3
10/8/13,B73,EVO1B-4-2-3,3.85,142.89,EVO-PROJ-2,2.9
10/8/13,B73,EVO1B-4-3-1,6.55,153.91,EVO-PROJ-2,4.6
10/8/13,B73,EVO1B-4-3-2,6,145.52,EVO-PROJ-2,4.4
10/8/13,B73,EVO1B-4-3-3,6.59,119.28,EVO-PROJ-2,3.4
10/8/13,B73,EVO1B-4-4-1,5.42,158.11,EVO-PROJ-2,3.5
10/8/13,B73,EVO1B-4-4-2,5.3,129.78,EVO-PROJ-2,3.5
10/8/13,B73,EVO1B-4-4-3,5.43,120.86,EVO-PROJ-2,4.6
10/8/13,B73,EVO1B-4-5-1,3.24,147.62,EVO-PROJ-2,3.6
10/8/13,B73,EVO1B-4-5-2,3.1,129.78,EVO-PROJ-2,3.2
10/8/13,B73,EVO1B-4-5-3,3.46,136.6,EVO-PROJ-2,4.2
10/8/13,B73,EVO1B-4-6-1,3.34,105.64,EVO-PROJ-2,3
10/8/13,B73,EVO1B-4-6-2,2.55,95.14,EVO-PROJ-2,2.7
10/8/13,B73,EVO1B-4-6-3,3.11,101.97,EVO-PROJ-2,3.2
10/8/13,B73,EVO1B-4-7-1,4.17,92,EVO-PROJ-2,3.6
10/8/13,B73,EVO1B-4-7-2,4.03,103.54,EVO-PROJ-2,3.2
10/8/13,B73,EVO1B-4-7-3,2.86,117.18,EVO-PROJ-2,2.9
11/8/13,Carmita,Madi-412-1,5.41,156.64,Evo-Proj-Prio-4,4.3
11/8/13,Carmita,Madi-412-2,4.73,125.04,Evo-Proj-Prio-4,4.1
11/8/13,Carmita,Madi-412-3,4.27,96.15,Evo-Proj-Prio-4,3.2
11/8/13,Carmita,Madi-506-1,4.02,125.04,Evo-Proj-Prio-4,3.9
11/8/13,Carmita,Madi-506-2,4.23,120.93,Evo-Proj-Prio-4,4.9
11/8/13,Carmita,Madi-506-3,3.96,143.94,Evo-Proj-Prio-4,4.4
11/8/13,Carmita,Madi-619-1,4.54,135.79,Evo-Proj-Prio-4,4.2
11/8/13,Carmita,Madi-619-2,4.21,148.01,Evo-Proj-Prio-4,4.7
11/8/13,Carmita,Madi-619-3,4.05,161.2,Evo-Proj-Prio-4,4.6
11/8/13,Comaltepec,Madi-409-1,3.52,105.98,Evo-Proj-Prio-4,4.2
11/8/13,Comaltepec,Madi-409-2,3.48,112.69,Evo-Proj-Prio-4,3.6
11/8/13,Comaltepec,Madi-409-3,3.14,158.67,Evo-Proj-Prio-4,5
11/8/13,Comaltepec,Madi-526-1,4.47,57.47,Evo-Proj-Prio-4,2.5
11/8/13,Comaltepec,Madi-526-2,3.88,71.65,Evo-Proj-Prio-4,3.1
11/8/13,Comaltepec,Madi-526-3,4.65,75.31,Evo-Proj-Prio-4,3.1
11/8/13,Comaltepec,Madi-624-1,5.25,108.57,Evo-Proj-Prio-4,3.8
11/8/13,Comaltepec,Madi-624-2,4.66,151.57,Evo-Proj-Prio-4,5
11/8/13,Comaltepec,Madi-624-3,4.6,65.35,Evo-Proj-Prio-4,2.5
10/11/13,Hickory King,EVO2A-1-1-1,9.25,85.16,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-1-1-2,9.23,89.31,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-1-1-3,9.28,114.15,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-1-2-1,8.67,108.46,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-1-2-2,8.17,99.15,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-1-2-3,8.56,81.01,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-1-3-1,8.38,62.31,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-1-3-2,8.35,53.47,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-1-3-3,8.12,63.35,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-1-4-1,8.79,99.67,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-1-4-2,8.99,84.13,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-1-4-3,8.96,113.12,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-1-5-1,9.58,62.31,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-1-5-2,9.39,59.71,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-1-5-3,9.06,67.51,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-1-6-1,8.84,81.01,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-1-6-2,8.48,100.19,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-1-6-3,8.73,116.22,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-1-7-1,8.39,74.78,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-1-7-2,8.4,74.78,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-1-7-3,8.52,81.53,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-2-1-1,9.55,103.81,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-2-1-2,9.31,96.05,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-2-1-3,9.59,109.5,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-2-2-1,8.54,93.46,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-2-2-2,8.34,68.03,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-2-2-3,8.68,96.56,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-2-3-1,8.11,89.31,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-2-3-2,8.18,108.46,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-2-3-3,7.95,111.57,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-2-4-1,8.36,77.9,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-2-4-2,8.24,116.22,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-2-4-3,8.35,115.7,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-2-5-1,9.14,118.8,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-2-5-2,9.25,101.22,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-2-5-3,8.9,104.33,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-2-6-1,8.16,76.34,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-2-6-2,8.51,90.35,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-2-6-3,8.14,90.35,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-2-7-1,6.59,122.41,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-2-7-2,6.26,151.27,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-2-7-3,6.31,158.98,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-3-1-1,11.15,122.41,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-3-1-2,11.09,163.08,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-3-1-3,11.04,153.32,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-3-2-1,9.81,147.15,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-3-2-2,9.69,135.82,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-3-2-3,9.55,132.73,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-3-3-1,8.21,76.86,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-3-3-2,8.38,102.78,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-3-3-3,7.73,78.94,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-3-4-1,9.12,92.94,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-3-4-2,8.98,108.98,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-3-4-3,8.98,115.7,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-3-5-1,7.25,57.63,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-3-5-2,7.3,59.19,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-3-5-3,7.51,58.67,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-3-6-1,6.78,60.75,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-3-6-2,6.72,99.67,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-3-6-3,6.61,91.38,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-3-7-1,4.87,83.09,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-3-7-2,4.5,97.08,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-3-7-3,4.61,104.84,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-4-1-1,9.76,77.38,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-4-1-2,9.53,93.97,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-4-1-3,9.48,127.06,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-4-2-1,8.07,97.6,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-4-2-2,8.48,123.45,EVO-PROJ-4,
10/11/13,Hickory King,EVO2A-4-2-3,8.39,74.26,EVO-PROJ-4,
10/14/13,Hickory King,EVO2A-4-3-1,8.75,101.54,EVO-PROJ-5,
10/14/13,Hickory King,EVO2A-4-3-2,8.48,126.47,EVO-PROJ-5,
10/14/13,Hickory King,EVO2A-4-3-3,8.13,144.16,EVO-PROJ-5,
10/14/13,Hickory King,EVO2A-4-4-1,8.79,90.64,EVO-PROJ-5,
10/14/13,Hickory King,EVO2A-4-4-2,8.87,93.75,EVO-PROJ-5,
10/14/13,Hickory King,EVO2A-4-4-3,8.87,75.1,EVO-PROJ-5,
10/14/13,Hickory King,EVO2A-4-5-1,8.48,74.58,EVO-PROJ-5,
10/14/13,Hickory King,EVO2A-4-5-2,8.35,73.54,EVO-PROJ-5,
10/14/13,Hickory King,EVO2A-4-5-3,8.3,69.92,EVO-PROJ-5,
10/14/13,Hickory King,EVO2A-4-6-1,8.43,91.68,EVO-PROJ-5,
10/14/13,Hickory King,EVO2A-4-6-2,8.47,92.2,EVO-PROJ-5,
10/14/13,Hickory King,EVO2A-4-6-3,8.4,59.05,EVO-PROJ-5,
10/14/13,Hickory King,EVO2A-4-7-1,6.84,109.32,EVO-PROJ-5,
10/14/13,Hickory King,EVO2A-4-7-2,7.04,138.43,EVO-PROJ-5,
10/14/13,Hickory King,EVO2A-4-7-3,6.84,111.92,EVO-PROJ-5,
11/8/13,Hickory King,Madi-410-1,3.29,109.6,Evo-Proj-Prio-4,
11/8/13,Hickory King,Madi-410-2,4.6,110.12,Evo-Proj-Prio-4,
11/8/13,Hickory King,Madi-410-3,5.06,103.74,Evo-Proj-Prio-5,
11/8/13,Hickory King,Madi-520-1,5.44,96.47,Evo-Proj-Prio-5,
11/8/13,Hickory King,Madi-520-2,5.18,80.34,Evo-Proj-Prio-5,
11/8/13,Hickory King,Madi-520-3,4.88,94.91,Evo-Proj-Prio-5,
11/8/13,Hickory King,Madi-629-1,5.02,81.9,Evo-Proj-Prio-5,
11/8/13,Hickory King,Madi-629-2,4.5,115.14,Evo-Proj-Prio-5,
11/8/13,Hickory King,Madi-629-3,5,96.99,Evo-Proj-Prio-5,
10/14/13,"Jala, Nayarit",EVO2C-1-1-1,-0.09,73.36,EVO-PROJ-5,2.4
10/14/13,"Jala, Nayarit",EVO2C-1-1-2,-0.12,113.91,EVO-PROJ-5,4.1
10/14/13,"Jala, Nayarit",EVO2C-1-1-3,-0.13,80.08,EVO-PROJ-5,3
10/14/13,"Jala, Nayarit",EVO2C-1-2-1,1.15,98.08,EVO-PROJ-5,2.5
10/14/13,"Jala, Nayarit",EVO2C-1-2-2,1.51,106.27,EVO-PROJ-5,3.1
10/14/13,"Jala, Nayarit",EVO2C-1-2-3,1.52,93.47,EVO-PROJ-5,2.4
10/17/13,"Jala, Nayarit",EVO2C-1-3-1,3.61,71.53,EVO-PROJ-6,2.5
10/17/13,"Jala, Nayarit",EVO2C-1-3-2,4.31,75.66,EVO-PROJ-6,3
10/17/13,"Jala, Nayarit",EVO2C-1-3-3,3.57,77.21,EVO-PROJ-6,2.7
10/17/13,"Jala, Nayarit",EVO2C-1-4-1,2.08,68.43,EVO-PROJ-6,2.6
10/17/13,"Jala, Nayarit",EVO2C-1-4-2,1.76,73.59,EVO-PROJ-6,2.6
10/17/13,"Jala, Nayarit",EVO2C-1-4-3,1.68,79.79,EVO-PROJ-6,3.1
10/17/13,"Jala, Nayarit",EVO2C-1-6-1,6.26,127.94,EVO-PROJ-6,4.4
10/17/13,"Jala, Nayarit",EVO2C-1-6-2,6.03,87.03,EVO-PROJ-6,3.2
10/17/13,"Jala, Nayarit",EVO2C-1-6-3,6.29,100.99,EVO-PROJ-6,3.4
10/17/13,"Jala, Nayarit",EVO2C-2-1-1,1.33,71.01,EVO-PROJ-6,2.9
10/17/13,"Jala, Nayarit",EVO2C-2-1-2,0.87,69.98,EVO-PROJ-6,2.8
10/17/13,"Jala, Nayarit",EVO2C-2-1-3,0.74,71.53,EVO-PROJ-6,3.1
10/17/13,"Jala, Nayarit",EVO2C-2-2-1,2.88,83.41,EVO-PROJ-6,2.8
10/17/13,"Jala, Nayarit",EVO2C-2-2-2,2.83,81.34,EVO-PROJ-6,2.8
10/17/13,"Jala, Nayarit",EVO2C-2-2-3,2.47,98.92,EVO-PROJ-6,3.4
10/17/13,"Jala, Nayarit",EVO2C-2-3-1,2.21,77.72,EVO-PROJ-6,3.5
10/17/13,"Jala, Nayarit",EVO2C-2-3-2,2.19,65.33,EVO-PROJ-6,2.6
10/17/13,"Jala, Nayarit",EVO2C-2-3-3,2.02,82.89,EVO-PROJ-6,3.2
10/17/13,"Jala, Nayarit",EVO2C-2-4-1,5.96,85.99,EVO-PROJ-6,3
10/17/13,"Jala, Nayarit",EVO2C-2-4-2,5.95,90.64,EVO-PROJ-6,3.3
10/17/13,"Jala, Nayarit",EVO2C-2-4-3,5.81,82.89,EVO-PROJ-6,2.8
10/17/13,"Jala, Nayarit",EVO2C-2-5-1,5.57,66.88,EVO-PROJ-6,2.4
10/17/13,"Jala, Nayarit",EVO2C-2-5-2,5.54,72.56,EVO-PROJ-6,2.8
10/17/13,"Jala, Nayarit",EVO2C-2-5-3,5.44,88.06,EVO-PROJ-6,3.4
10/17/13,"Jala, Nayarit",EVO2C-2-6-1,7.03,118.6,EVO-PROJ-6,4.6
10/17/13,"Jala, Nayarit",EVO2C-2-6-2,7.63,79.27,EVO-PROJ-6,3
10/17/13,"Jala, Nayarit",EVO2C-2-6-3,7.38,100.47,EVO-PROJ-6,3.8
10/17/13,"Jala, Nayarit",EVO2C-2-7-1,8.06,79.27,EVO-PROJ-6,2.3
10/17/13,"Jala, Nayarit",EVO2C-2-7-2,8.11,90.13,EVO-PROJ-6,3
10/17/13,"Jala, Nayarit",EVO2C-2-7-3,7.95,109.79,EVO-PROJ-6,3.6
10/17/13,"Jala, Nayarit",EVO2C-3-1-1,0.47,129.49,EVO-PROJ-6,4
10/17/13,"Jala, Nayarit",EVO2C-3-1-2,0.1,104.62,EVO-PROJ-6,3.5
10/17/13,"Jala, Nayarit",EVO2C-3-1-3,0.48,117.57,EVO-PROJ-6,4.1
10/17/13,"Jala, Nayarit",EVO2C-3-2-1,0.56,112.9,EVO-PROJ-6,4
10/17/13,"Jala, Nayarit",EVO2C-3-2-2,0.58,73.59,EVO-PROJ-6,2.6
10/17/13,"Jala, Nayarit",EVO2C-3-2-3,0.44,76.69,EVO-PROJ-6,2.8
10/17/13,"Jala, Nayarit",EVO2C-3-4-1,2.18,91.16,EVO-PROJ-6,3.3
10/17/13,"Jala, Nayarit",EVO2C-3-4-2,2.53,110.83,EVO-PROJ-6,3.8
10/17/13,"Jala, Nayarit",EVO2C-3-4-3,2.59,125.86,EVO-PROJ-6,4.8
10/17/13,"Jala, Nayarit",EVO2C-3-5-1,5.22,72.56,EVO-PROJ-6,3.5
10/17/13,"Jala, Nayarit",EVO2C-3-5-2,5.4,73.59,EVO-PROJ-6,3.4
10/17/13,"Jala, Nayarit",EVO2C-3-5-3,5.35,94.27,EVO-PROJ-6,4.1
10/17/13,"Jala, Nayarit",EVO2C-3-6-1,2.39,72.04,EVO-PROJ-6,2.5
10/17/13,"Jala, Nayarit",EVO2C-3-6-2,2.44,99.44,EVO-PROJ-6,3.2
10/17/13,"Jala, Nayarit",EVO2C-3-6-3,2.39,103.58,EVO-PROJ-6,3.4
10/17/13,"Jala, Nayarit",EVO2C-3-7-1,4.13,107.2,EVO-PROJ-6,4.2
10/17/13,"Jala, Nayarit",EVO2C-3-7-2,4.57,102.54,EVO-PROJ-6,3.7
10/17/13,"Jala, Nayarit",EVO2C-3-7-3,4.39,76.17,EVO-PROJ-6,3.2
10/17/13,"Jala, Nayarit",EVO2C-4-1-1,0.06,131.05,EVO-PROJ-6,4
10/17/13,"Jala, Nayarit",EVO2C-4-1-2,0.69,71.53,EVO-PROJ-6,2.5
10/17/13,"Jala, Nayarit",EVO2C-4-1-3,0.38,124.31,EVO-PROJ-6,3.7
10/17/13,"Jala, Nayarit",EVO2C-4-2-1,1.94,67.4,EVO-PROJ-6,2.4
10/17/13,"Jala, Nayarit",EVO2C-4-2-2,1.78,77.72,EVO-PROJ-6,2.5
10/17/13,"Jala, Nayarit",EVO2C-4-2-3,1.98,88.58,EVO-PROJ-6,3
10/17/13,"Jala, Nayarit",EVO2C-4-3-1,4.27,77.72,EVO-PROJ-6,3.5
10/17/13,"Jala, Nayarit",EVO2C-4-3-2,4.42,88.06,EVO-PROJ-6,3.6
10/17/13,"Jala, Nayarit",EVO2C-4-3-3,4.63,66.88,EVO-PROJ-6,2.8
10/17/13,"Jala, Nayarit",EVO2C-4-4-1,0.96,88.58,EVO-PROJ-6,2.8
10/17/13,"Jala, Nayarit",EVO2C-4-4-2,0.98,98.4,EVO-PROJ-6,3
10/17/13,"Jala, Nayarit",EVO2C-4-4-3,0.86,85.99,EVO-PROJ-6,2.7
10/17/13,"Jala, Nayarit",EVO2C-4-5-1,3.11,98.92,EVO-PROJ-6,3.7
10/17/13,"Jala, Nayarit",EVO2C-4-5-2,3.13,93.75,EVO-PROJ-6,3.6
10/17/13,"Jala, Nayarit",EVO2C-4-5-3,3.09,67.91,EVO-PROJ-6,2.5
10/17/13,"Jala, Nayarit",EVO2C-4-6-1,1.79,83.92,EVO-PROJ-6,2.8
10/17/13,"Jala, Nayarit",EVO2C-4-6-2,1.93,87.54,EVO-PROJ-6,2.9
10/17/13,"Jala, Nayarit",EVO2C-4-6-3,1.71,114.46,EVO-PROJ-6,3.7
10/17/13,"Jala, Nayarit",EVO2C-4-7-1,0.16,94.78,EVO-PROJ-6,2.8
10/17/13,"Jala, Nayarit",EVO2C-4-7-2,0.14,98.92,EVO-PROJ-6,3.1
10/17/13,"Jala, Nayarit",EVO2C-4-7-3,0.42,88.06,EVO-PROJ-6,2.9
11/8/13,Jalctepec de Candayoc ,EVO7B-2-2-1,-0.59,188.19,Evo-Proj-Prio-3,434
11/8/13,Jalctepec de Candayoc ,EVO7B-2-2-2,-0.66,192.86,Evo-Proj-Prio-3,4.7
11/8/13,Jalctepec de Candayoc ,EVO7B-2-2-3,-0.58,190.78,Evo-Proj-Prio-3,4.5
11/8/13,Jalctepec de Candayoc ,EVO7B-2-4-1,-0.54,141.53,Evo-Proj-Prio-3,3.8
11/8/13,Jalctepec de Candayoc ,EVO7B-2-4-2,-0.34,131.16,Evo-Proj-Prio-3,3.4
11/8/13,Jalctepec de Candayoc ,EVO7B-2-4-3,-0.28,124.94,Evo-Proj-Prio-3,3.6
11/8/13,Jalctepec de Candayoc ,EVO7B-3-4-1,-1.48,175.75,Evo-Proj-Prio-3,4.9
11/8/13,Jalctepec de Candayoc ,EVO7B-3-4-2,-1.4,119.24,Evo-Proj-Prio-3,3.5
11/8/13,Jalctepec de Candayoc ,EVO7B-3-4-3,-1.41,137.9,Evo-Proj-Prio-3,3.9
11/8/13,Moctum 8+2,EVO7B-3-3-1,-0.33,109.39,Evo-Proj-Prio-3,3.2
11/8/13,Moctum 8+2,EVO7B-3-3-2,-0.52,153.97,Evo-Proj-Prio-3,4.5
11/8/13,Moctum 8+2,EVO7B-3-3-3,-0.38,116.13,Evo-Proj-Prio-3,3.3
11/8/13,Mo 17,Madi-417-1,1.9,90.43,Evo-Proj-Prio-4,4.4
11/8/13,Mo 17,Madi-417-2,2.21,110.12,Evo-Proj-Prio-4,5
11/8/13,Mo 17,Madi-417-3,2.23,99.77,Evo-Proj-Prio-4,4.7
11/8/13,Mo 17,Madi-516-1,4.38,93.03,Evo-Proj-Prio-4,4.7
11/8/13,Mo 17,Madi-516-2,3.88,56.94,Evo-Proj-Prio-4,3.4
11/8/13,Mo 17,Madi-516-3,4.03,96.66,Evo-Proj-Prio-4,4.8
11/8/13,Mo 17,Madi-610-1,4.23,102.36,Evo-Proj-Prio-4,4.8
11/8/13,Mo 17,Madi-610-2,3.67,112.69,Evo-Proj-Prio-4,5
11/8/13,Mo 17,Madi-610-3,4.14,95.11,Evo-Proj-Prio-4,4.5
10/8/13,Mo17,EVO1C-1-1-1,4.19,101.44,EVO-PROJ-2,2.6
10/8/13,Mo17,EVO1C-1-1-2,3.65,108.79,EVO-PROJ-2,3
10/8/13,Mo17,EVO1C-1-1-3,4.19,81.5,EVO-PROJ-2,2.9
10/8/13,Mo17,EVO1C-1-2-1,3.35,125.58,EVO-PROJ-2,3.1
10/8/13,Mo17,EVO1C-1-2-2,3.76,85.7,EVO-PROJ-2,3
10/8/13,Mo17,EVO1C-1-2-3,3.74,83.08,EVO-PROJ-2,4.8
10/8/13,Mo17,EVO1C-1-3-1,4.64,104.06,EVO-PROJ-2,3.3
10/8/13,Mo17,EVO1C-1-3-2,5.07,112.98,EVO-PROJ-2,3.6
10/8/13,Mo17,EVO1C-1-3-3,5.39,96.72,EVO-PROJ-2,3.6
10/8/13,Mo17,EVO1C-1-4-1,3.62,116.66,EVO-PROJ-2,2.8
10/8/13,Mo17,EVO1C-1-4-2,4.33,115.61,EVO-PROJ-2,3.8
10/8/13,Mo17,EVO1C-1-4-3,5.12,102.49,EVO-PROJ-2,3.8
