GBS.name..Sample.Flowcell.Lane.Well.,Additional.file.1.xlsx..Romay.et.al..2013.,Inbred.name,Source,Accession,Seed.lot,Notes
PI546494:81FE8ABXX:4:F6,ND265,ND265,NCRPIS,PI 546494,91ncai01 SD,
PI547086-1:81FENABXX:7:H9,LH128,LH128,NCRPIS,PI 547086,10ncai01,
PI547086-2:81FENABXX:7:A10,LH128,LH128,NCRPIS,PI 547086,10ncai01,
PI547086-3:81FENABXX:7:B10,LH128,LH128,NCRPIS,PI 547086,10ncai01,
PI547086:81N4HABXX:6:B7,LH128,LH128,NCRPIS,PI 547086,09ncfo01 SD,
PI547086:D0D0BACXX:3:C11,LH128,LH128,NCRPIS,PI 547086,10963,
PI547087:D0D0BACXX:3:G5,LH181,LH181,NCRPIS,PI 547087,11653,
PI547088-1:81FENABXX:7:C10,LH208,LH208,NCRPIS,PI 547088,10ncai01,
PI547088-2:81FENABXX:7:D10,LH208,LH208,NCRPIS,PI 547088,10ncai01,
PI547088-3:81FENABXX:7:E10,LH208,LH208,NCRPIS,PI 547088,10ncai01,
PI547088:81FE7ABXX:4:G10,LH208,LH208,NCRPIS,PI 547088,09ncfo01 SD,
PI547088:D0D0BACXX:3:C5,LH208,LH208,NCRPIS,PI 547088,11553,
PI547089:D0D0BACXX:3:H5,LH212Ht,LH212Ht,NCRPIS,PI 547089,11654,
PI547090:D0D0BACXX:3:E12,LH213,LH213,NCRPIS,PI 547090,11759,
PI547107:D0D0BACXX:3:H2,Lp215D,Lp215D,NCRPIS,PI 547107,11719,
PI548783:81N4HABXX:1:H11,T171,T171,NCRPIS,PI 548783,08ncai01 SD,
PI548788:81FE7ABXX:7:E7,GT106,GT106,NCRPIS,PI 548788,07ncei01 SD,
PI548789:D0D0BACXX:4:E3,SC60,SC60,NCRPIS,PI 548789,12870,
PI548790:D0D0BACXX:4:H12,SC91,SC91,NCRPIS,PI 548790,12743,
PI548792:81FE7ABXX:6:F9,SC213,SC213,NCRPIS,PI 548792,08ncai01 SD,
PI548794:81FENABXX:7:E4,ND266,ND266,NCRPIS,PI 548794,91ncai01 SD,
PI548798:D0D0BACXX:3:B9,PHJ89,PHJ89,NCRPIS,PI 548798,11703,
PI548799:D0D0BACXX:3:G6,PHJ90,PHJ90,NCRPIS,PI 548799,11838,
PI548800:D0D0BACXX:3:B6,PHK93,PHK93,NCRPIS,PI 548800,11830,
PI548801:D0D0BACXX:3:A6,PHM81,PHM81,NCRPIS,PI 548801,11655,
PI548801:D0D0BACXX:3:H7,PHM81,PHM81,NCRPIS,PI 548801,11682,
PI548802:D0D0BACXX:3:D9,PHN66,PHN66,NCRPIS,PI 548802,11710,
PI548804:D0D0BACXX:3:H3,PHR55,PHR55,NCRPIS,PI 548804,11804,
PI548805:D0D0BACXX:3:A1,PHR58,PHR58,NCRPIS,PI 548805,11744,
PI548805:D0D0BACXX:3:D8,PHR58,PHR58,NCRPIS,PI 548805,11690,
PI548808:D0D0BACXX:3:A12,PHW30,PHW30,NCRPIS,PI 548808,11763,
PI548830:D0D0BACXX:3:C8,29MIBZ2,29MIBZ2,NCRPIS,PI 548830,11864,
PI548839:D0D0BACXX:3:H1,MBUB,MBUB,NCRPIS,PI 548839,11736,
PI550440:81FE7ABXX:4:D4,B64,B64,NCRPIS,PI 550440,94ncai01 SD,
PI550441:81FE8ABXX:7:B6,Mo18W,Mo18W,NCRPIS,PI 550441,08ncai01 SD,
PI550441:81N4HABXX:1:D4,Mo18W,Mo18W,NCRPIS,PI 550441,08ncai02 SD,
PI550442:81FE8ABXX:7:F11,Mo20W,Mo20W,NCRPIS,PI 550442,97ncai01 SD,
PI550443:81FE7ABXX:2:A1,B49,B49,NCRPIS,PI 550443,99ncai02 SD,
PI550454:81FENABXX:4:C8,B52,B52,NCRPIS,PI 550454,02ncai01 SD,
PI550455:81FENABXX:5:A11,B67,B67,NCRPIS,PI 550455,99ncai01 SD,
PI550456:D0D0BACXX:3:A4,B69,B69,NCRPIS,PI 550456,11806,
PI550461:81FE7ABXX:5:H10,B14A,B14A,NCRPIS,PI 550461,95ncai01 SD,
PI550461:D0D0BACXX:3:D12,B14A,B14A,NCRPIS,PI 550461,11215,
PI550462:81FE7ABXX:5:B7,B59,B59,NCRPIS,PI 550462,05ncai04 SD,
PI550462:D0D0BACXX:3:E4,B59,B59,NCRPIS,PI 550462,11811,
PI550463:81FE7ABXX:2:F5,B65,B65,NCRPIS,PI 550463,08ncai01 SD,
PI550464:81FE7ABXX:6:F1,B66,B66,NCRPIS,PI 550464,03ncai01 SD,
PI550464:D0D0BACXX:3:G3,B66,B66,NCRPIS,PI 550464,11802,
PI550465:81FENABXX:4:E10,B68,B68,NCRPIS,PI 550465,94ncai01 SD,
PI550466:81FE7ABXX:3:E9,B70,B70,NCRPIS,PI 550466,95ncai01 SD,
PI550467:81FE7ABXX:1:A3,B37,B37,NCRPIS,PI 550467,03ncai01 SD,
PI550468:81FENABXX:5:H6,B45,B45,NCRPIS,PI 550468,05ncai01 SD,
PI550469:81FE7ABXX:1:B1,B46,B46,NCRPIS,PI 550469,03ncai01 SD,
PI550469:81FE7ABXX:2:C2,B46,B46,NCRPIS,PI 550469,06ncai01 SD,
PI550470:81FE7ABXX:5:C7,B54,B54,NCRPIS,PI 550470,05ncai01 SD,
PI550470:D0D0BACXX:3:D7,B54,B54,NCRPIS,PI 550470,11850,
PI550471:81FE7ABXX:2:D8,B56,B56,NCRPIS,PI 550471,05ncai01 SD,
PI550472:81FENABXX:4:F3,B57,B57,NCRPIS,PI 550472,04ncai02 SD,
PI550472:81FENABXX:5:G1,B57,B57,NCRPIS,PI 550472,04ncai01 SD,
PI550473:81FE7ABXX:6:D6,B73,B73,NCRPIS,PI 550473,08ncai01 SD,
PI550473:81N4HABXX:7:A11,B73,B73,NCRPIS,PI 550473,08ncai02 SD,
PI550473:D0D0BACXX:3:D3,B73,B73,NCRPIS,PI 550473,10099,
PI550483:81FE7ABXX:5:E6,B76,B76,NCRPIS,PI 550483,94ncai01 SD,
PI550489:81FE8ABXX:4:F3,ND245,ND245,NCRPIS,PI 550489,99ncai01 SD,
PI550490:81FE8ABXX:3:D9,ND246,ND246,NCRPIS,PI 550490,95ncai01 SD,
PI550491:81FENABXX:6:E6,ND301,ND301,NCRPIS,PI 550491,01ncai01 SD,
PI550492:81N4HABXX:2:F8,GTS1,GTS1,NCRPIS,PI 550492,06ncei01 SD,
PI550496:81FE7ABXX:5:H7,H102,H102,NCRPIS,PI 550496,08ncai01 SD,
PI550497:81FE7ABXX:4:A10,H103,H103,NCRPIS,PI 550497,01ncai01 SD,
PI550503:81FENABXX:6:F12,ND247,ND247,NCRPIS,PI 550503,01ncai01 SD,
PI550504:81FE8ABXX:4:C3,ND248,ND248,NCRPIS,PI 550504,05ncai01 SD,
PI550514:D0D0BACXX:4:A1,T61,T61,NCRPIS,PI 550514,12746,
PI550515:D0D0BACXX:4:B2,T101,T101,NCRPIS,PI 550515,12774,
PI550516:81N4HABXX:3:D8,T111,T111,NCRPIS,PI 550516,08ncai01 SD,
PI550517:81N4HABXX:2:E2,T115,T115,NCRPIS,PI 550517,03ncai01 SD,
PI550518:81FE8ABXX:7:D5,T8,T8,NCRPIS,PI 550518,06ncai01 SD,
PI550518:81FE8ABXX:7:D8,T8,T8,NCRPIS,PI 550518,04ncai02 SD,
PI550519:81N4HABXX:1:F5,T220,T220,NCRPIS,PI 550519,02ncai01 SD,
PI550519:D0D0BACXX:3:B8,T220,T220,NCRPIS,PI 550519,11686,
PI550520:81FENABXX:6:E1,T224,T224,NCRPIS,PI 550520,99ncai01 SD,
PI550521:81FE8ABXX:7:H10,T226,T226,NCRPIS,PI 550521,98ncab01 SD,
PI550522:81FE8ABXX:7:G12,T232,T232,NCRPIS,PI 550522,06ncai01 SD,
PI550522:81N4HABXX:1:A12,T232,T232,NCRPIS,PI 550522,04ncai02 SD,
PI550522:81N4HABXX:1:E4,T232,T232,NCRPIS,PI 550522,08ncai01 SD,
PI550526:81FENABXX:5:H3,H110,H110,NCRPIS,PI 550526,01ncai01 SD,
PI550527:81N4HABXX:4:H5,H111,H111,NCRPIS,PI 550527,08ncai01 SD,
PI550530:81FE8ABXX:4:E3,ND249,ND249,NCRPIS,PI 550530,05ncai01 SD,
PI550531:81FENABXX:6:A12,ND250,ND250,NCRPIS,PI 550531,05ncai01 SD,
PI550532:81FE8ABXX:4:H3,ND251,ND251,NCRPIS,PI 550532,05ncai01 SD,
PI550534:81N4HABXX:4:C3,Mp701,Mp701,NCRPIS,PI 550534,06ncai01 SD,
PI550540:81FE8ABXX:4:A8,ND252,ND252,NCRPIS,PI 550540,08ncai01 SD,
PI550541:81FE8ABXX:3:B9,ND253,ND253,NCRPIS,PI 550541,05ncai01 SD,
PI550542:81FENABXX:6:F7,ND254,ND254,NCRPIS,PI 550542,01ncai01 SD,
PI550546:81N4HABXX:3:E7,Mp705,Mp705,NCRPIS,PI 550546,04ncei01 SD,
PI550547:81FE7ABXX:7:A5,Mp706,Mp706,NCRPIS,PI 550547,99ncai01 SD,
PI550548:81N4HABXX:3:H12,Mp707,Mp707,NCRPIS,PI 550548,04ncei01 SD,
PI550552:81FE8ABXX:4:A6,ND304W,ND304W,NCRPIS,PI 550552,05ncai01 SD,
PI550553:81FE8ABXX:4:E1,ND101,ND101,NCRPIS,PI 550553,89ncai01 SD,
PI550554:81FENABXX:6:D7,ND256,ND256,NCRPIS,PI 550554,99ncai01 SD,
PI550555:81FENABXX:1:C4,NC250,NC250,NCRPIS,PI 550555,06ncai01 SD,
PI550555:81N4HABXX:6:B11,NC250,NC250,NCRPIS,PI 550555,06ncai02 SD,
PI550556:81FENABXX:4:H2,B88,B88,NCRPIS,PI 550556,08ncai01 SD,
PI550558:81FE7ABXX:5:D8,DE811,DE811,NCRPIS,PI 550558,04ncai02 SD,
PI550558:81FENABXX:1:A11,DE811,DE811,NCRPIS,PI 550558,04ncai01 SD,
PI550559:81FE7ABXX:7:D1,T163,T163,NCRPIS,PI 550559,08ncai01 SD,
PI550561:81FENABXX:6:H12,ND257,ND257,NCRPIS,PI 550561,08ncai01 SD,
PI550565:81FE8ABXX:4:A7,N190,N190,NCRPIS,PI 550565,01ncab01 SD,
PI550566:81N4HABXX:6:F12,N192,N192,NCRPIS,PI 550566,94ncai01 SD,
PI550566:81N4HABXX:7:D3,N192,N192,NCRPIS,PI 550566,94ncai01 SD,
PI550567:81FENABXX:6:E10,N193,N193,NCRPIS,PI 550567,01ncab01 SD,
PI550568:81FE8ABXX:3:F8,N194,N194,NCRPIS,PI 550568,99ncab01 SD,
PI550568:D0D0BACXX:3:C8,N194,N194,NCRPIS,PI 550568,10543,
PI550571:81FENABXX:6:D9,ND259,ND259,NCRPIS,PI 550571,01ncai01 SD,
PI550573:81FENABXX:6:G12,ND260,ND260,NCRPIS,PI 550573,05ncai01 SD,
PI550574:81N4HABXX:3:A10,GA203,GA 203,NCRPIS,PI 550574,06ncei01 SD,
PI550695:D0D0BACXX:3:A8,L155,L 155,NCRPIS,PI 550695,11683,
PI552815:D0D0BACXX:3:G8,LH215,LH215,NCRPIS,PI 552815,11868,
PI553054:81FENABXX:2:F4,OC1,OC1,NCRPIS,PI 553054,95ncai01 SD,
PI553055:81N4HABXX:7:B4,OC2,OC2,NCRPIS,PI 553055,95ncai01 SD,
PI553056:81FE7ABXX:3:H9,OC3,OC3,NCRPIS,PI 553056,90ncai01 SD,
PI553057:81FE7ABXX:5:D10,OC4,OC4,NCRPIS,PI 553057,95ncai01 SD,
PI553058:81FE7ABXX:5:G7,OC5,OC5,NCRPIS,PI 553058,90ncai01 SD,
PI553059:81N4HABXX:7:D6,OC6,OC6,NCRPIS,PI 553059,05ncai01 SD,
PI553060:81N4HABXX:7:C8,OC7,OC7,NCRPIS,PI 553060,90ncai01 SD,
PI553061:81FE7ABXX:4:B5,OC8,OC8,NCRPIS,PI 553061,90ncai01 SD,
PI553062:81FENABXX:1:H8,OC9,OC9,NCRPIS,PI 553062,95ncai01 SD,
PI553062:D0D0BACXX:3:A6,OC9,OC9,NCRPIS,PI 553062,10390,
PI553063:81FE7ABXX:4:D2,OC10,OC10,NCRPIS,PI 553063,90ncai01 SD,
PI553064:81FE7ABXX:4:C10,OC11,OC11,NCRPIS,PI 553064,90ncai01 SD,
PI554612:D0D0BACXX:3:F8,LH209,LH209,NCRPIS,PI 554612,11867,
PI554615:D0D0BACXX:3:F5,MM402A,MM402A,NCRPIS,PI 554615,11826,
PI554615:D0D0BACXX:3:F9,MM402A,MM402A,NCRPIS,PI 554615,11881,
PI554616:D0D0BACXX:3:E3,3IBZ2,3IBZ2,NCRPIS,PI 554616,11712,
PI555650:D0D0BACXX:3:D7,LIBC4,LIBC 4,NCRPIS,PI 555650,11674,
PI555651:D0D0BACXX:3:A9,83IBI3,83IBI3,NCRPIS,PI 555651,11870,
PI555660:D0D0BACXX:3:E10,LH214,LH214,NCRPIS,PI 555660,11785,
PI556980:D0D0BACXX:4:H2,MP420,Mp420,NCRPIS,PI 556980,12790,
PI558516:81N4HABXX:1:C11,Mo7,Mo7,NCRPIS,PI 558516,92ncai01 SD,
PI558517:81FE8ABXX:7:A9,Mo10,Mo10,NCRPIS,PI 558517,09ncai01 SD,
PI558518:81N4HABXX:1:B8,Mo15W,Mo15W,NCRPIS,PI 558518,92ncai01 SD,
PI558518:D0D0BACXX:4:C5,Mo15W,Mo15W,NCRPIS,PI 558518,12825,
PI558520:81FE8ABXX:7:E8,MO1W,Mo1W,NCRPIS,PI 558520,92ncai01 SD,
PI558521:81N4HABXX:2:E1,Mo2RF,Mo2RF,NCRPIS,PI 558521,92ncai01 SD,
PI558522:81FE8ABXX:7:H12,Mo3,Mo3,NCRPIS,PI 558522,92ncai01 SD,
PI558523:81FENABXX:5:E1,Mo5,Mo5,NCRPIS,PI 558523,92ncai01 SD,
PI558524:81FE8ABXX:7:G3,Mo6,Mo6,NCRPIS,PI 558524,92ncai01 SD,
PI558525:81FE8ABXX:7:E10,Mo8W,Mo8W,NCRPIS,PI 558525,92ncai01 SD,
PI558526:81FE8ABXX:7:D12,Mo9W,Mo9W,NCRPIS,PI 558526,92ncai01 SD,
PI558527:81FENABXX:4:D6,Mo11,Mo11,NCRPIS,PI 558527,92ncai01 SD,
PI558528:81N4HABXX:1:A9,Mo12,Mo12,NCRPIS,PI 558528,92ncai01 SD,
PI558529:81FE8ABXX:7:G2,Mo13,Mo13,NCRPIS,PI 558529,92ncai01 SD,
PI558530:81N4HABXX:1:G11,Mo14W,Mo14W,NCRPIS,PI 558530,92ncai01 SD,
PI558531:81FE8ABXX:7:G6,Mo16W,Mo16W,NCRPIS,PI 558531,92ncai01 SD,
PI558531:D0D0BACXX:3:H10,Mo16W,Mo16W,NCRPIS,PI 558531,11925,
PI558532:81FE7ABXX:4:E7,Mo17,Mo17,NCRPIS,PI 558532,08ncai02 SD,
PI558532:81FE7ABXX:5:A11,Mo17,Mo17,NCRPIS,PI 558532,92ncei04 SD,
PI558532:81FE7ABXX:6:D5,Mo17,Mo17,NCRPIS,PI 558532,08ncai01 SD,
PI558532:81FENABXX:1:E7,Mo17,Mo17,NCRPIS,PI 558532,04ncai02 SD,
PI558533:81N4HABXX:3:F5,Mo21R,Mo21R,NCRPIS,PI 558533,92ncai01 SD,
PI558534:81FE7ABXX:7:H12,Mo22,Mo22,NCRPIS,PI 558534,92ncai01 SD,
PI559375:D0D0BACXX:3:B11,LH222,LH222,NCRPIS,PI 559375,11777,
PI559380:D0D0BACXX:3:C11,ICI193,ICI 193,NCRPIS,PI 559380,11775,
PI559381:D0D0BACXX:3:F6,ICI441,ICI 441,NCRPIS,PI 559381,11837,
PI559382:D0D0BACXX:3:H10,ICI740,ICI 740,NCRPIS,PI 559382,11782,
PI559383:D0D0BACXX:3:F7,ICI893,ICI 893,NCRPIS,PI 559383,11679,
PI559916:D0D0BACXX:3:G8,CS405,CS405,NCRPIS,PI 559916,11698,
PI559917:D0D0BACXX:3:D6,MQ305,MQ305,NCRPIS,PI 559917,11833,
PI559918:81FE7ABXX:5:D5,NQ508,NQ508,NCRPIS,PI 559918,07ncai01 SD,
PI559919:D0D0BACXX:3:F3,OQ101,OQ101,NCRPIS,PI 559919,11801,
PI559920:D0D0BACXX:3:D5,OQ403,OQ403,NCRPIS,PI 559920,11824,
PI559921:D0D0BACXX:3:B12,OS602,OS602,NCRPIS,PI 559921,11762,
PI559935:D0D0BACXX:3:B7,PHBA6,PHBA6,NCRPIS,PI 559935,11670,
PI559944:D0D0BACXX:3:G7,PHP85,PHP85,NCRPIS,PI 559944,11857,
PI559945:D0D0BACXX:3:H12,PHPR5,PHPR5,NCRPIS,PI 559945,11749,
PI559946:D0D0BACXX:3:C1,PHR30,PHR30,NCRPIS,PI 559946,11742,
PI559949:D0D0BACXX:3:A5,PHT69,PHT69,NCRPIS,PI 559949,11818,
PI559952:D0D0BACXX:3:F2,PHV53,PHV53,NCRPIS,PI 559952,11727,
PI559953:D0D0BACXX:3:F9,PHVA9,PHVA9,NCRPIS,PI 559953,11796,
PI559954:D0D0BACXX:3:A7,PHWG5,PHWG5,NCRPIS,PI 559954,11841,
PI560074:81FE7ABXX:5:A2,Pa759,Pa759,NCRPIS,PI 560074,99ncai01 SD,
PI560075:81N4HABXX:7:C3,Pa760,Pa760,NCRPIS,PI 560075,96ncai01 SD,
PI560081:81FENABXX:1:B10,Pa778,Pa778,NCRPIS,PI 560081,96ncai01 SD,
PI560082:81FENABXX:4:B7,Pa860,Pa860,NCRPIS,PI 560082,96ncai01 SD,
PI560316:D0D0BACXX:3:A11,CS608,CS608,NCRPIS,PI 560316,11779,
PI561515:81N4HABXX:4:E2,AR202,AR202,NCRPIS,PI 561515,01ncai01 SD,
PI561516:81FE7ABXX:7:G3,AR204,AR204,NCRPIS,PI 561516,96ncai01 SD,
PI561517:81FE7ABXX:7:D7,AR206,AR206,NCRPIS,PI 561517,96ncai01 SD,
PI561518:81FE7ABXX:7:A1,AR208,AR208,NCRPIS,PI 561518,96ncai01 SD,
PI561520:81N4HABXX:1:E7,AR224,AR224,NCRPIS,PI 561520,92ncfo01 SD,
PI561521:81N4HABXX:2:E5,AR226,AR226,NCRPIS,PI 561521,92ncfo01 SD,
PI561522:81FE7ABXX:7:B10,AR228,AR228,NCRPIS,PI 561522,97ncai01 SD,
PI561523:81N4HABXX:1:D12,AR234,AR234,NCRPIS,PI 561523,97ncai01 SD,
PI561525:81FE8ABXX:7:C5,AR242,AR242,NCRPIS,PI 561525,97ncai01 SD,
PI561526:81N4HABXX:3:H3,AR250,AR250,NCRPIS,PI 561526,97ncai01 SD,
PI561527:81FE7ABXX:3:B5,AR254,AR254,NCRPIS,PI 561527,97ncai01 SD,
PI561528:81FE7ABXX:7:A2,AR258,AR258,NCRPIS,PI 561528,97ncai01 SD,
PI561529:81N4HABXX:1:C5,AR266,AR266,NCRPIS,PI 561529,97ncai01 SD,
PI561531:D0D0BACXX:4:F5,AR270,AR270,NCRPIS,PI 561531,12819,
PI561532:81FE7ABXX:7:D9,AR272,AR272,NCRPIS,PI 561532,97ncai01 SD,
PI561533:81N4HABXX:3:H4,AR276,AR276,NCRPIS,PI 561533,97ncai01 SD,
PI561534:81N4HABXX:3:D10,AR280,AR280,NCRPIS,PI 561534,92ncfo01 SD,
PI561535:81FE8ABXX:7:G4,AR296,AR296,NCRPIS,PI 561535,97ncai01 SD,
PI561537:81FE8ABXX:7:H2,AR400,AR400,NCRPIS,PI 561537,97ncai01 SD,
PI561565:81FENABXX:4:A6,B95,B95,NCRPIS,PI 561565,92ncai01 SD,
PI561694:81FE8ABXX:6:E9,NYRD4058,NYRD4058,NCRPIS,PI 561694,96ncai01 SD,
PI561695:81FENABXX:2:F10,NYLB31,NYLB31,NCRPIS,PI 561695,94ncai01 SD,
PI564682:81FENABXX:1:B4,B97,B97,NCRPIS,PI 564682,95ncai01 SD,
PI564683:81FENABXX:5:B12,B98,B98,NCRPIS,PI 564683,95ncai01 SD,
PI564716:81N4HABXX:2:C12,AR200,AR200,NCRPIS,PI 564716,06ncai01 SD,
PI564717:81N4HABXX:1:G4,AR214,AR214,NCRPIS,PI 564717,06ncai01 SD,
PI564852:81FENABXX:5:G3,B101,B101,NCRPIS,PI 564852,95ncai01 SD,
PI567792:81FE8ABXX:5:F9,A684su,A684su,NCRPIS,PI 567792,01ncai01 SD,
PI567793:81FENABXX:2:C8,A685su,A685su,NCRPIS,PI 567793,01ncai01 SD,
PI567794:81FE8ABXX:6:C4,A686su,A686su,NCRPIS,PI 567794,01ncai01 SD,
PI568158:81N4HABXX:7:H8,N199,N199,NCRPIS,PI 568158,92ncai01 SD,
PI568159:81FE8ABXX:5:C11,N200,N200,NCRPIS,PI 568159,92ncai01 SD,
PI568160:81FE8ABXX:6:B8,N201,N201,NCRPIS,PI 568160,92ncai01 SD,
PI572413:81FE8ABXX:1:G6,Oh599,Oh599,NCRPIS,PI 572413,96ncai01 SD,
PI573098:81N4HABXX:6:D10,Oh603,Oh603,NCRPIS,PI 573098,02ncai01 SD,
PI583350:81FE7ABXX:4:F1,Mo45,Mo45,NCRPIS,PI 583350,99ncai01 SD,
PI583351:81FE7ABXX:5:F10,Mo46,Mo46,NCRPIS,PI 583351,04ncai01 SD,
PI583351:81FENABXX:2:D5,Mo46,Mo46,NCRPIS,PI 583351,04ncai02 SD,
PI583352:81N4HABXX:7:C10,Mo47,Mo47,NCRPIS,PI 583352,04ncai02 SD,
PI583352:81N4HABXX:7:G2,Mo47,Mo47,NCRPIS,PI 583352,04ncai01 SD,
PI583774:81FENABXX:3:E6,ML606,ML606,NCRPIS,PI 583774,07ncai01 SD,
PI583846:81FENABXX:5:C8,H126W,H126W,NCRPIS,PI 583846,99ncai01 SD,
PI583847:81FE7ABXX:1:G12,H125,H125,NCRPIS,PI 583847,99ncai01 SD,
PI584528:81FE7ABXX:6:D2,B99,B99,NCRPIS,PI 584528,95ncai01 SD,
PI584529:81FENABXX:6:A3,B100,B100,NCRPIS,PI 584529,95ncai01 SD,
PI587126:81FENABXX:6:G9,C13,C13,NCRPIS,PI 587126,95ncab01 SD,
PI587127:81FE7ABXX:5:G12,H105W,H105W,NCRPIS,PI 587127,95ncab01 SD,
PI587128:81FE7ABXX:4:D11,H84,H84,NCRPIS,PI 587128,07ncai01 SD,
PI587129:81FENABXX:2:F9,H99,H99,NCRPIS,PI 587129,94ncai03 SD,
PI587129:81FENABXX:3:H5,H99,H99,NCRPIS,PI 587129,94ncai01 SD,
PI587130:81FE8ABXX:7:C10,4722,4722,NCRPIS,PI 587130,07ncai01 SD,
PI587131:81FENABXX:4:B2,HP301,HP301,NCRPIS,PI 587131,94ncai01 SD,
PI587132:81FE7ABXX:6:B4,Sg1533,Sg 1533,NCRPIS,PI 587132,94ncai01 SD,
PI587133:81FE8ABXX:6:E10,P39,P39,NCRPIS,PI 587133,94ncai01 SD,
PI587134:81FE8ABXX:5:F4,not included,IA2132,NCRPIS,PI 587134,94ncai01 SD,
PI587135:81N4HABXX:1:H9,Ia5125,Ia5125,NCRPIS,PI 587135,94ncai01 SD,
PI587136:81FE8ABXX:7:E4,KY228,Ky228,NCRPIS,PI 587136,94ncai01 SD,
PI587137:81N4HABXX:6:F2,MS71,Ms71,NCRPIS,PI 587137,94ncai03 SD,
PI587138:81FENABXX:7:H5,A554,A554,NCRPIS,PI 587138,94ncai02 SD,
PI587138:81N4HABXX:6:G4,A554,A554,NCRPIS,PI 587138,94ncai01 SD,
PI587139:81N4HABXX:6:B6,A619,A619,NCRPIS,PI 587139,94ncai01 SD,
PI587140:81FE8ABXX:1:D1,A632,A632,NCRPIS,PI 587140,94ncab01 SD,
PI587141:81FE8ABXX:4:G11,A654,A654,NCRPIS,PI 587141,94ncai03 SD,
PI587141:81FE8ABXX:5:B8,A654,A654,NCRPIS,PI 587141,94ncai02 SD,
PI587141:81FE8ABXX:6:C12,A654,A654,NCRPIS,PI 587141,94ncai04 SD,
PI587141:81FE8ABXX:6:D5,A654,A654,NCRPIS,PI 587141,94ncai01 SD,
PI587142:81FE8ABXX:1:A9,A679,A679,NCRPIS,PI 587142,94ncai01 SD,
PI587143:81FENABXX:5:B5,A682,A682,NCRPIS,PI 587143,08ncai01 SD,
PI587144:81FE8ABXX:2:G2,Mo24W,Mo24W,NCRPIS,PI 587144,94ncai01 SD,
PI587145:81FE8ABXX:7:C12,NC268,NC268,NCRPIS,PI 587145,94ncai03 SD,
PI587146:81FE8ABXX:7:E3,Oh7,Oh7,NCRPIS,PI 587146,95ncai01 SD,
PI587147:81FE7ABXX:1:D6,Pa91,Pa91,NCRPIS,PI 587147,94ncai01 SD,
PI587148:81N4HABXX:2:H2,CI66,CI66,NCRPIS,PI 587148,06ncai01 SD,
PI587148:81N4HABXX:3:F2,CI66,CI66,NCRPIS,PI 587148,95ncai01 SD,
PI587149:81FE8ABXX:1:H3,Va26,Va26,NCRPIS,PI 587149,94ncai01 SD,
PI587150:81FE7ABXX:5:B3,Va35,Va35,NCRPIS,PI 587150,94ncab02 SD,
PI587150:D0D0BACXX:3:A1,Va35,Va35,NCRPIS,PI 587150,11185,
PI587150:D0D0BACXX:3:H2,Va35,Va35,NCRPIS,PI 587150,11313,
PI587151:81FE8ABXX:1:F4,not included,Va102,NCRPIS,PI 587151,03ncai01 SD,
PI587152:81N4HABXX:7:H3,W64A,W64A,NCRPIS,PI 587152,94ncai01 SD,
PI587153:81FE8ABXX:4:E8,W117,W117,NCRPIS,PI 587153,08ncai01 SD,
PI587154:81FE8ABXX:1:E1,W153R,W153R,NCRPIS,PI 587154,06ncai01 SD,
PI587154:81N4HABXX:5:H10,W153R,W153R,NCRPIS,PI 587154,08ncai01 SD,
PI587155:81FE8ABXX:5:D11,W182BN,W182BN,NCRPIS,PI 587155,04ncai01 SD,
PI592733:81FE7ABXX:3:D11,R228,R228,NCRPIS,PI 592733,96ncai01 SD,
PI592734:81N4HABXX:7:G1,R229,R229,NCRPIS,PI 592734,96ncai01 SD,
PI592735:81FENABXX:6:H7,R230,R230,NCRPIS,PI 592735,96ncai01 SD,
PI592741:81FENABXX:1:G11,N801w,N801w,NCRPIS,PI 592741,99ncai01 SD,
PI593007:81FE8ABXX:7:G7,Hi25,Hi25,NCRPIS,PI 593007,97ncab01 SD,
PI593008:81FE8ABXX:7:B1,Hi26,Hi26,NCRPIS,PI 593008,97ncab01 SD,
PI593009:81FE8ABXX:7:C6,Hi27,Hi27,NCRPIS,PI 593009,96ncab01 SD,
PI593009:D0D0BACXX:4:C9,Hi27,Hi27,NCRPIS,PI 593009,12952,
PI593010:81FE8ABXX:7:F7,Hi28,Hi28,NCRPIS,PI 593010,97ncab01 SD,
PI593010:C07W2ACXX:1:B3,Hi28,Hi28,NCRPIS,PI 593010,97ncab01 SD,
PI593010:C07W2ACXX:2:B3,Hi28,Hi28,NCRPIS,PI 593010,97ncab01 SD,
PI593010:D0D0BACXX:1:B3,Hi28,Hi28,NCRPIS,PI 593010,97ncab01 SD,
PI593010:D0D7RACXX:1:B3,Hi28,Hi28,NCRPIS,PI 593010,97ncab01 SD,
PI593010:D0D7RACXX:2:B3,Hi28,Hi28,NCRPIS,PI 593010,97ncab01 SD,
PI593011:81FENABXX:7:E1,Hi29,Hi29,NCRPIS,PI 593011,97ncab01 SD,
PI593012:81N4HABXX:1:F10,Hi30,Hi30,NCRPIS,PI 593012,97ncei01 SD,
PI593012:D0D0BACXX:4:B12,Hi30,Hi30,NCRPIS,PI 593012,13077,
PI593013:81N4HABXX:2:A2,Hi31,Hi31,NCRPIS,PI 593013,96ncab01 SD,
PI593014:81FE8ABXX:7:H8,Hi33,Hi33,NCRPIS,PI 593014,97ncab01 SD,
